pl_name,disc_year,disc_facility,pl_rade,pl_bmasse,hostname,sy_pnum,sy_snum
"HD 140901 b",2022,"Multiple Observatories",4.07000000,15.57359194,"HD 140901",2,1
"HD 63433 c",2020,"Transiting Exoplanet Survey Satellite (TESS)",2.69200000,15.53900000,"HD 63433",3,1
"TOI-178 d",2021,"Transiting Exoplanet Survey Satellite (TESS)",2.69500000,5.20000000,"TOI-178",6,1
"TOI-178 e",2021,"Transiting Exoplanet Survey Satellite (TESS)",2.30100000,3.48000000,"TOI-178",6,1
"TOI-2449 b",2025,"Transiting Exoplanet Survey Satellite (TESS)",11.24000000,222.00000000,"TOI-2449",1,1
"HR 5183 b",2019,"Multiple Observatories",13.10000000,1052.01202717,"HR 5183",1,2
"HD 85390 b",2009,"La Silla Observatory",6.16000000,31.46517000,"HD 85390",1,1
"eps Eri b",2000,"Multiple Observatories",14.10000000,209.76674862,"eps Eri",1,1
"55 Cnc e",2004,"McDonald Observatory",1.87500000,7.99000000,"55 Cnc",7,2
"HD 17156 b",2007,"Subaru Telescope",12.26262489,1036.12060682,"HD 17156",1,1
"TOI-1685 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",1.42100000,3.07000000,"TOI-1685",1,1
"OGLE-2018-BLG-0596L b",2019,"OGLE",3.81000000,13.93000000,"OGLE-2018-BLG-0596L",1,1
"WASP-110 b",2021,"Paranal Observatory",13.19297028,154.78243421,"WASP-110",1,1
"HD 189567 b",2021,"La Silla Observatory",2.85000000,8.50000000,"HD 189567",2,1
"GJ 3090 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",2.18000000,4.52000000,"GJ 3090",2,1
"AF Lep b",2023,"Paranal Observatory",13.00000000,1147.36054927,"AF Lep",1,1
"TOI-1422 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",3.83000000,9.50000000,"TOI-1422",2,1
"EPIC 201497682 b",2019,"K2",0.69200000,0.26000000,"EPIC 201497682",1,1
"EPIC 201615463 c",2019,"K2",1.22000000,1.98000000,"K2-166",2,1
"OGLE-2015-BLG-1670L b",2019,"OGLE",4.42000000,17.90000000,"OGLE-2015-BLG-1670L",1,1
"HD 152843 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",3.05000000,9.82000000,"HD 152843",2,1
"K2-293 b",2019,"K2",2.45000000,6.57000000,"K2-293",1,1
"EPIC 201833600 c",2019,"K2",1.00000000,0.97200000,"K2-50",2,1
"EPIC 206024342 b",2019,"K2",1.70000000,3.53000000,"EPIC 206024342",3,1
"TOI-178 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",1.20000000,0.96000000,"TOI-178",6,1
"TOI-178 c",2021,"Transiting Exoplanet Survey Satellite (TESS)",1.75400000,4.64000000,"TOI-178",6,1
"TOI-270 d",2019,"Transiting Exoplanet Survey Satellite (TESS)",2.00000000,4.20000000,"TOI-270",3,1
"TOI-756 b",2025,"Transiting Exoplanet Survey Satellite (TESS)",2.81000000,9.83000000,"TOI-756",2,1
"OGLE-2018-BLG-1011L c",2019,"OGLE",13.20000000,890.00000000,"OGLE-2018-BLG-1011L",2,1
"KMT-2016-BLG-0212L b",2018,"KMTNet",12.20000000,5700.00000000,"KMT-2016-BLG-0212L",1,1
"K2-294 b",2019,"K2",1.66000000,3.39000000,"K2-294",1,1
"KOI-1599.01",2019,"Kepler",1.90000000,4.60000000,"KOI-1599",2,1
"Kepler-1980 b",2023,"Kepler",2.21000000,5.52000000,"Kepler-1980",1,1
"GJ 433 c",2014,"Multiple Observatories",6.27000000,32.42200000,"GJ 433",3,1
"KOI-142 c",2013,"Kepler",14.00000000,214.10000000,"KOI-142",3,1
"Kepler-1126 c",2023,"Kepler",1.45000000,2.70000000,"Kepler-1126",2,1
"EPIC 249893012 b",2020,"K2",1.95000000,8.75000000,"EPIC 249893012",3,1
"EPIC 249893012 c",2020,"K2",3.67000000,14.67000000,"EPIC 249893012",3,1
"OGLE-2018-BLG-0677L b",2020,"OGLE",1.82000000,3.96000000,"OGLE-2018-BLG-0677L",1,1
"KOI-142 b",2013,"Kepler",3.43800000,9.50000000,"KOI-142",3,1
"Kepler-1987 b",2023,"Kepler",1.23000000,2.04000000,"Kepler-1987",4,1
"Kepler-1989 b",2023,"Kepler",4.62000000,19.30000000,"Kepler-1989",1,1
"EPIC 249893012 d",2020,"K2",3.94000000,10.18000000,"EPIC 249893012",3,1
"OGLE-2018-BLG-1700L b",2020,"OGLE",12.90000000,1400.00000000,"OGLE-2018-BLG-1700L",1,2
"OGLE-2015-BLG-1771L b",2020,"OGLE",14.30000000,138.00000000,"OGLE-2015-BLG-1771L",1,1
"Kepler-416 d",2023,"Kepler",1.61000000,3.22000000,"Kepler-416",3,1
"Kepler-975 c",2023,"Kepler",10.69000000,80.20000000,"Kepler-975",2,1
"Kepler-1996 b",2023,"Kepler",2.26000000,5.73000000,"Kepler-1996",2,1
"Kepler-1052 c",2023,"Kepler",2.30000000,5.90000000,"Kepler-1052",2,1
"TOI-5736 b",2025,"Transiting Exoplanet Survey Satellite (TESS)",1.56000000,3.05000000,"TOI-5736",1,1
"TOI-5489 c",2025,"Transiting Exoplanet Survey Satellite (TESS)",1.28000000,2.18000000,"TOI-5489",2,1
"OGLE-2012-BLG-0838L b",2020,"OGLE",8.39000000,53.10000000,"OGLE-2012-BLG-0838L",1,1
"Kepler-1491 c",2023,"Kepler",2.44000000,6.53000000,"Kepler-1491",2,1
"Kepler-160 b",2014,"Kepler",1.71500000,3.59000000,"Kepler-160",3,1
"Kepler-290 d",2023,"Kepler",0.86000000,0.56600000,"Kepler-290",3,1
"Kepler-549 d",2023,"Kepler",4.20000000,16.40000000,"Kepler-549",3,1
"GJ 1061 d",2020,"La Silla Observatory",1.16000000,1.64000000,"GJ 1061",3,1
"TOI-4940 b",2025,"Transiting Exoplanet Survey Satellite (TESS)",6.61000000,89.00000000,"TOI-4940",1,1
"HD 160691 b",2000,"Anglo-Australian Telescope",,1366.66215010,"HD 160691",4,1
"Kepler-864 c",2023,"Kepler",1.62000000,3.26000000,"Kepler-864",2,1
"Kepler-1976 b",2023,"Kepler",12.21000000,,"Kepler-1976",1,1
"Kepler-2000 c",2023,"Kepler",1.57000000,3.09000000,"Kepler-2000",2,1
"TOI-521 b",2025,"Transiting Exoplanet Survey Satellite (TESS)",1.98000000,5.30000000,"TOI-521",1,1
"TOI-1648 b",2025,"Transiting Exoplanet Survey Satellite (TESS)",2.54000000,7.40000000,"TOI-1648",1,1
"OGLE-2016-BLG-1227L b",2020,"OGLE",13.90000000,250.00000000,"OGLE-2016-BLG-1227L",1,1
"Kepler-1992 b",2023,"Kepler",0.91000000,0.69300000,"Kepler-1992",1,1
"WASP-20 b",2015,"SuperWASP",15.46839337,98.84100000,"WASP-20",1,2
"PDS 70 c",2019,"European Southern Observatory",22.86636000,635.66000000,"PDS 70",2,1
"TOI-333 b",2025,"Transiting Exoplanet Survey Satellite (TESS)",4.26000000,20.10000000,"TOI-333",1,1
"WASP-120 b",2016,"SuperWASP",15.58048317,1541.47550000,"WASP-120",1,1
"WASP-94 B b",2014,"SuperWASP",14.10000000,196.41100000,"WASP-94 B",2,2
"TOI-2076 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",2.39000000,16.10000000,"TOI-2076",4,1
"TOI-4507 b",2025,"Transiting Exoplanet Survey Satellite (TESS)",8.20000000,20.00000000,"TOI-4507",1,1
"Kepler-1990 c",2023,"Kepler",0.98000000,0.90400000,"Kepler-1990",2,1
"HD 220197 b",2018,"Roque de los Muchachos Observatory",9.32000000,63.56600000,"HD 220197",1,1
"HD 233832 b",2018,"Roque de los Muchachos Observatory",13.50000000,565.73740000,"HD 233832",1,2
"Kepler-763 d",2023,"Kepler",1.67000000,3.43000000,"Kepler-763",3,1
"Kepler-1814 c",2023,"Kepler",1.76000000,3.75000000,"Kepler-1814",2,1
"PSR B0329+54 b",2017,"Multiple Facilities",1.22000000,1.97000000,"PSR B0329+54",1,1
"TOI-7166 b",2025,"Transiting Exoplanet Survey Satellite (TESS)",2.01000000,4.70000000,"TOI-7166",1,1
"TOI-5349 b",2026,"Transiting Exoplanet Survey Satellite (TESS)",10.20000000,127.40000000,"TOI-5349",1,1
"Kepler-1649 b",2017,"Kepler",1.01700000,1.03000000,"Kepler-1649",2,1
"Kepler-1649 c",2020,"Kepler",1.06000000,1.20000000,"Kepler-1649",2,1
"Kepler-1991 c",2023,"Kepler",2.57000000,7.13000000,"Kepler-1991",2,1
"Kepler-1982 b",2023,"Kepler",0.77000000,0.38100000,"Kepler-1982",1,1
"Kepler-29 c",2011,"Kepler",2.34000000,4.50000000,"Kepler-29",2,1
"Kepler-297 d",2023,"Kepler",32.60000000,,"Kepler-297",3,1
"Kepler-1859 c",2023,"Kepler",1.66000000,3.39000000,"Kepler-1859",2,1
"USco1556 b",2019,"Multiple Observatories",12.30000000,4767.45000000,"USco1556 A",1,1
"Kepler-177 b",2013,"Kepler",3.50000000,5.84000000,"Kepler-177",2,1
"Kepler-1996 c",2023,"Kepler",2.81000000,8.30000000,"Kepler-1996",2,1
"Kepler-1988 b",2023,"Kepler",1.53000000,2.96000000,"Kepler-1988",1,1
"KOI-1783.02",2020,"Kepler",5.44000000,15.00000000,"KOI-1783",2,1
"Kepler-2001 c",2023,"Kepler",1.82000000,3.97000000,"Kepler-2001",2,1
"Kepler-1471 c",2023,"Kepler",1.88000000,4.19000000,"Kepler-1471",2,1
"Kepler-164 e",2023,"Kepler",4.24000000,16.70000000,"Kepler-164",4,1
"Kepler-1921 c",2023,"Kepler",1.41000000,2.57000000,"Kepler-1921",2,1
"GJ 180 b",2014,"Multiple Observatories",2.43000000,6.49000000,"GJ 180",3,1
"HD 164922 c",2016,"Multiple Observatories",3.66000000,13.00000000,"HD 164922",4,1
"Kepler-1998 b",2023,"Kepler",0.60000000,0.15600000,"Kepler-1998",1,1
"WASP-108 b",2020,"Transiting Exoplanet Survey Satellite (TESS)",15.13212395,283.50293904,"WASP-108",1,1
"TOI-7510 c",2025,"Transiting Exoplanet Survey Satellite (TESS)",10.81000000,131.00000000,"TOI-7510",3,1
"KELT-20 b",2017,"KELT-North",19.51486900,1074.90106000,"KELT-20",1,1
"TOI-6448 b",2025,"Transiting Exoplanet Survey Satellite (TESS)",8.47398941,54.00000000,"TOI-6448",1,1
"WASP-8 b",2010,"SuperWASP",12.66617000,807.28820000,"WASP-8",2,2
"OGLE-2018-BLG-1428L b",2021,"OGLE",14.00000000,240.00000000,"OGLE-2018-BLG-1428L",1,1
"OGLE-2017-BLG-1049L b",2020,"OGLE",12.80000000,1760.00000000,"OGLE-2017-BLG-1049L",1,1
"KMT-2019-BLG-0842L b",2020,"KMTNet",3.19000000,10.28000000,"KMT-2019-BLG-0842L",1,1
"Kepler-1684 b",2020,"Kepler",2.87084792,8.60000000,"Kepler-1684",1,1
"Kepler-1679 b",2020,"Kepler",2.06920360,4.93000000,"Kepler-1679",1,1
"KMT-2016-BLG-2397L b",2020,"KMTNet",13.20000000,836.00000000,"KMT-2016-BLG-2397L",1,1
"HD 107148 c",2021,"Multiple Observatories",4.70000000,19.89605828,"HD 107148",2,2
"Kepler-1687 b",2020,"Kepler",1.65623882,3.38000000,"Kepler-1687",1,1
"Kepler-1688 b",2020,"Kepler",1.26174569,2.13000000,"Kepler-1688",1,1
"Kepler-462 b",2016,"Kepler",3.00000000,53.90000000,"Kepler-462",2,1
"OGLE-2017-BLG-0604L b",2020,"OGLE",14.20000000,160.00000000,"OGLE-2017-BLG-0604L",1,1
"MOA-2009-BLG-319L b",2010,"MOA",9.64000000,67.30000000,"MOA-2009-BLG-319L",1,1
"HD 160691 d",2004,"La Silla Observatory",3.23000000,10.49000000,"HD 160691",4,1
"HD 136925 b",2021,"Multiple Observatories",13.90000000,266.97586188,"HD 136925",1,1
"HD 156668 c",2021,"Multiple Observatories",6.17000000,31.49679513,"HD 156668",2,1
"Kepler-462 c",2020,"Kepler",4.00000000,6.00000000,"Kepler-462",2,1
"HD 164922 e",2021,"Multiple Observatories",3.23000000,10.52012027,"HD 164922",4,1
"EPIC 201757695.02",2020,"K2",0.90819000,0.68800000,"EPIC 201757695",1,1
"KMT-2023-BLG-0548L b",2025,"KMTNet",13.10000000,1086.97315194,"KMT-2023-BLG-0548L",1,1
"KMT-2024-BLG-2059L b",2025,"KMTNet",2.54000000,6.99222495,"KMT-2024-BLG-2059L",1,1
"Kepler-1664 b",2020,"Kepler",3.03320653,9.45000000,"Kepler-1664",1,1
"Kepler-1001 c",2020,"Kepler",1.57799279,3.11000000,"Kepler-1001",2,1
"HD 3765 b",2021,"Multiple Observatories",8.56000000,54.98431441,"HD 3765",1,1
"Kepler-1701 b",2020,"Kepler",2.22186207,5.57000000,"Kepler-1701",1,1
"Kepler-1702 b",2020,"Kepler",1.60190793,3.20000000,"Kepler-1702",1,1
"MOA-2013-BLG-220L b",2014,"MOA",13.20000000,871.00000000,"MOA-2013-BLG-220L",1,1
"HD 4760 b",2021,"Multiple Observatories",12.30000000,4417.83700000,"HD 4760",1,1
"Kepler-1665 b",2020,"Kepler",2.83910787,8.44000000,"Kepler-1665",1,1
"Kepler-1698 b",2020,"Kepler",1.07315686,1.25000000,"Kepler-1698",1,1
"TYC 0434-04538-1 b",2021,"Multiple Observatories",12.70000000,1938.76300000,"TYC 0434-04538-1",1,1
"Kepler-1700 b",2020,"Kepler",2.90129941,8.76000000,"Kepler-1700",1,1
"Kepler-1697 b",2020,"Kepler",1.25954761,2.12000000,"Kepler-1697",1,1
"Gl 686 b",2018,"Roque de los Muchachos Observatory",2.46000000,6.62400000,"Gl 686",1,1
"HD 180617 b",2018,"Calar Alto Observatory",3.53000000,12.21400000,"HD 180617",1,2
"HD 13808 b",2021,"La Silla Observatory",3.35000000,11.20000000,"HD 13808",2,1
"HD 13808 c",2021,"La Silla Observatory",3.13000000,9.96000000,"HD 13808",2,1
"HATS-37 A b",2020,"HATSouth",6.79265400,31.46517000,"HATS-37 A",1,2
"HD 216520 c",2020,"Multiple Observatories",3.03000000,9.44000000,"HD 216520",2,1
"HIP 107772 b",2020,"Multiple Observatories",3.64000000,12.90000000,"HIP 107772",1,1
"HD 238090 b",2020,"Multiple Observatories",2.52000000,6.89000000,"HD 238090",1,1
"Kepler-1667 b",2020,"Kepler",2.98385261,9.19000000,"Kepler-1667",1,1
"2MASS J01033563-5515561 AB b",2013,"Paranal Observatory",12.30000000,4131.79000000,"2MASS J01033563-5515561 A",1,2
"GJ 414 A c",2021,"W. M. Keck Observatory",8.40000000,53.83000000,"GJ 414 A",2,2
"GJ 414 A b",2021,"W. M. Keck Observatory",2.63000000,7.60000000,"GJ 414 A",2,2
"Kepler-1669 b",2020,"Kepler",2.78043818,8.15000000,"Kepler-1669",3,1
"Kepler-1663 b",2020,"Kepler",3.30395896,10.90000000,"Kepler-1663",1,1
"Kepler-1675 b",2020,"Kepler",3.12483349,9.93000000,"Kepler-1675",1,1
"Kepler-1676 b",2020,"Kepler",3.37695960,11.30000000,"Kepler-1676",1,1
"K2-340 b",2021,"K2",3.36000000,11.20000000,"K2-340",1,1
"EPIC 206024342 d",2021,"K2",2.60000000,7.27000000,"EPIC 206024342",3,1
"EPIC 206024342 c",2021,"K2",1.40000000,2.54000000,"EPIC 206024342",3,1
"KOI-3503 b",2021,"Kepler",1.19000000,9.20000000,"KOI-3503",2,1
"KOI-1831 d",2021,"Kepler",1.13000000,2.23000000,"Kepler-324",4,1
"K2-345 b",2021,"K2",2.11000000,5.10000000,"K2-345",1,1
"EPIC 206042996 c",2021,"K2",1.20000000,1.87000000,"EPIC 206042996",2,1
"KOI-1833 d",2021,"Kepler",2.58000000,11.02000000,"Kepler-968",3,1
"KOI-3503 c",2021,"Kepler",1.21000000,10.36000000,"KOI-3503",2,1
"HIP 75092 b",2021,"Multiple Observatories",13.50000000,568.91284853,"HIP 75092",1,1
"KMT-2018-BLG-1976L b",2021,"KMTNet",13.30000000,705.57906354,"KMT-2018-BLG-1976L",1,1
"OGLE-2019-BLG-0954L b",2021,"OGLE",12.30000000,4513.16337940,"OGLE-2019-BLG-0954L",1,1
"K2-347 b",2021,"K2",2.41000000,6.39000000,"K2-347",1,1
"KMT-2018-BLG-1025L b",2021,"KMTNet",2.34000000,6.05900000,"KMT-2018-BLG-1025L",1,1
"K2-350 c",2016,"K2",2.74000000,7.95000000,"K2-350",2,1
"K2-349 b",2021,"K2",1.38000000,2.48000000,"K2-349",1,1
"K2-351 b",2021,"K2",2.54000000,6.99000000,"K2-351",1,1
"HD 93385 c",2021,"La Silla Observatory",2.56000000,7.10000000,"HD 93385",3,1
"HD 93385 b",2021,"La Silla Observatory",1.88000000,4.20000000,"HD 93385",3,1
"K2-280 b",2018,"K2",7.50000000,37.10000000,"K2-280",1,1
"K2-185 b",2018,"K2",1.15000000,1.60000000,"K2-185",2,1
"K2-185 c",2018,"K2",2.39000000,6.30000000,"K2-185",2,1
"HD 203030 b",2006,"Palomar Observatory",14.45958510,3496.11247700,"HD 203030",1,1
"HD 96700 d",2021,"La Silla Observatory",3.61000000,12.70000000,"HD 96700",3,1
"HD 96700 b",2021,"La Silla Observatory",2.93000000,8.90000000,"HD 96700",3,1
"K2-331 c",2021,"K2",2.72000000,7.85000000,"K2-331",2,1
"OGLE-2018-BLG-1185L b",2021,"OGLE",2.83000000,8.40000000,"OGLE-2018-BLG-1185L",1,1
"HD 27969 b",2021,"Haute-Provence Observatory",12.90000000,1525.57635360,"HD 27969",1,1
"K2-342 b",2021,"K2",2.03000000,4.78000000,"K2-342",1,1
"HD 115954 b",2021,"Haute-Provence Observatory",12.60000000,2685.65003915,"HD 115954",1,1
"HD 211403 b",2021,"Haute-Provence Observatory",12.80000000,1760.76937478,"HD 211403",1,1
"HD 109286 b",2021,"Haute-Provence Observatory",13.20000000,950.30693693,"HD 109286",1,1
"CD Cet b",2020,"Calar Alto Observatory",1.82000000,3.95000000,"CD Cet",1,1
"GJ 9689 b",2020,"Roque de los Muchachos Observatory",3.07000000,9.65000000,"GJ 9689",1,1
"G 264-012 b",2021,"Calar Alto Observatory",1.39000000,2.50000000,"G 264-012",2,1
"K2-352 d",2021,"K2",2.23000000,5.60000000,"K2-352",3,1
"K2-187 c",2018,"K2",1.40000000,2.54000000,"K2-187",4,1
"K2-268 f",2021,"K2",2.23000000,5.60000000,"K2-268",5,1
"K2-282 b",2018,"K2",2.50000000,6.80000000,"K2-282",2,1
"K2-156 b",2018,"K2",1.10000000,1.37000000,"K2-156",1,1
"CFHTWIR-Oph 98 b",2021,"Hubble Space Telescope",20.84870410,2479.06157460,"CFHTWIR-Oph 98 A",1,1
"EPIC 212297394 b",2019,"K2",1.48000000,2.79000000,"EPIC 212297394",2,1
"K2-187 b",2018,"K2",1.20000000,1.87000000,"K2-187",4,1
"K2-210 b",2018,"K2",0.86000000,0.56600000,"K2-210",1,1
"Kepler-129 d",2021,"W. M. Keck Observatory",12.60000000,2637.97577810,"Kepler-129",3,1
"EPIC 212587672 b",2019,"K2",1.26000000,2.13000000,"EPIC 212587672",2,1
"K2-223 c",2018,"K2",1.50000000,2.86000000,"K2-223",2,1
"K2-223 b",2018,"K2",0.89000000,0.64000000,"K2-223",2,1
"NGTS-15 b",2021,"Next-Generation Transit Survey (NGTS)",12.32987877,238.68913366,"NGTS-15",1,1
"EPIC 212624936 c",2021,"K2",2.30000000,5.90000000,"EPIC 212624936",2,1
"K2-137 b",2017,"K2",0.64000000,158.91500000,"K2-137",1,1
"K2-354 b",2021,"K2",1.56000000,3.05000000,"K2-354",1,1
"EPIC 206215704 b",2019,"K2",1.00000000,0.97200000,"EPIC 206215704",1,1
"K2-332 b",2021,"K2",2.20000000,5.48000000,"K2-332",1,1
"BD+63 1405 b",2021,"Haute-Provence Observatory",12.40000000,3305.41543280,"BD+63 1405",1,1
"HD 155193 b",2021,"Haute-Provence Observatory",14.00000000,238.37130525,"HD 155193",1,1
"Kepler-1788 b",2021,"Kepler",2.37850461,6.25000000,"Kepler-1788",1,1
"Kepler-1861 b",2021,"Kepler",2.20677414,5.50000000,"Kepler-1861",1,1
"K2-273 b",2018,"K2",3.05000000,9.53000000,"K2-273",1,1
"K2-272 b",2018,"K2",3.13000000,9.96000000,"K2-272",1,1
"Kepler-1712 b",2021,"Kepler",2.28372556,5.83000000,"Kepler-1712",1,1
"Kepler-1789 b",2021,"Kepler",2.83137505,8.40000000,"Kepler-1789",1,1
"Kepler-1790 b",2021,"Kepler",3.14461450,10.00000000,"Kepler-1790",1,1
"Kepler-1862 b",2021,"Kepler",2.20300000,5.49000000,"Kepler-1862",1,1
"Kepler-1865 b",2021,"Kepler",1.57686072,3.11000000,"Kepler-1865",1,1
"K2-122 b",2017,"K2",1.16000000,1.65000000,"K2-122",1,2
"K2-274 b",2018,"K2",2.08000000,4.98000000,"K2-274",1,1
"Kepler-1767 b",2021,"Kepler",3.01299077,9.34000000,"Kepler-1767",1,1
"Kepler-1765 b",2021,"Kepler",2.49508857,6.78000000,"Kepler-1765",1,1
"Kepler-1766 b",2021,"Kepler",2.27904508,5.81000000,"Kepler-1766",1,1
"Kepler-1792 b",2021,"Kepler",2.51990972,6.89000000,"Kepler-1792",1,1
"Kepler-1090 c",2021,"Kepler",3.29265785,10.90000000,"Kepler-1090",2,1
"Kepler-1311 d",2021,"Kepler",9.65837605,67.50000000,"Kepler-1311",3,1
"Kepler-1761 b",2021,"Kepler",1.39109603,2.51000000,"Kepler-1761",1,1
"Kepler-1777 b",2021,"Kepler",2.13189678,5.19000000,"Kepler-1777",1,1
"Kepler-1794 b",2021,"Kepler",1.79426276,3.87000000,"Kepler-1794",1,1
"Kepler-1868 b",2021,"Kepler",3.14950109,10.10000000,"Kepler-1868",1,1
"Kepler-1872 b",2021,"Kepler",2.38421141,6.28000000,"Kepler-1872",1,1
"HD 22496 b",2021,"Paranal Observatory",2.22000000,5.57000000,"HD 22496",1,1
"Kepler-1775 b",2021,"Kepler",3.64762153,12.90000000,"Kepler-1775",1,1
"Kepler-1772 b",2021,"Kepler",2.68609988,7.68000000,"Kepler-1772",1,1
"Kepler-1796 b",2021,"Kepler",2.75047868,8.00000000,"Kepler-1796",1,1
"Kepler-1797 b",2021,"Kepler",3.05774442,9.58000000,"Kepler-1797",1,1
"Kepler-1714 b",2021,"Kepler",3.26437302,10.70000000,"Kepler-1714",1,1
"Kepler-1874 b",2021,"Kepler",2.21110724,5.52000000,"Kepler-1874",1,1
"OGLE-2018-BLG-0962L b",2021,"OGLE",13.60000000,425.89006538,"OGLE-2018-BLG-0962L",1,1
"Kepler-1774 b",2021,"Kepler",3.18179549,10.20000000,"Kepler-1774",1,1
"Kepler-799 c",2021,"Kepler",2.78068551,8.15000000,"Kepler-799",2,1
"Kepler-1822 b",2021,"Kepler",2.64755943,7.50000000,"Kepler-1822",1,1
"Kepler-1875 b",2021,"Kepler",3.22686692,10.50000000,"Kepler-1875",1,1
"HD 137496 b",2021,"K2",1.31000000,4.04000000,"HD 137496",2,1
"Kepler-1824 b",2021,"Kepler",2.38127597,6.26000000,"Kepler-1824",1,1
"Kepler-1825 b",2021,"Kepler",1.42200732,2.61000000,"Kepler-1825",1,1
"Kepler-1826 b",2021,"Kepler",1.47519116,2.78000000,"Kepler-1826",1,1
"Kepler-1130 c",2021,"Kepler",0.79239584,0.42200000,"Kepler-1130",3,2
"KMT-2016-BLG-2605L b",2021,"KMTNet",14.00000000,245.04570180,"KMT-2016-BLG-2605L",1,1
"HD 137496 c",2021,"Multiple Observatories",12.60000000,2434.56559762,"HD 137496",2,1
"Kepler-1782 b",2021,"Kepler",2.22927435,5.60000000,"Kepler-1782",1,1
"Kepler-1768 b",2021,"Kepler",2.23346338,5.62000000,"Kepler-1768",1,1
"Kepler-1830 b",2021,"Kepler",3.32992941,11.10000000,"Kepler-1830",1,1
"Kepler-1881 b",2021,"Kepler",2.98104391,9.17000000,"Kepler-1881",1,1
"Kepler-1882 b",2021,"Kepler",1.48674404,2.81000000,"Kepler-1882",1,1
"Kepler-1733 b",2021,"Kepler",3.63582354,12.80000000,"Kepler-1733",1,1
"Kepler-1779 b",2021,"Kepler",3.03295685,9.44000000,"Kepler-1779",1,1
"Kepler-1776 b",2021,"Kepler",2.61157023,7.33000000,"Kepler-1776",1,1
"Kepler-1832 b",2021,"Kepler",1.22719556,2.02000000,"Kepler-1832",1,1
"Kepler-1883 b",2021,"Kepler",3.25107395,10.60000000,"Kepler-1883",1,1
"Kepler-1884 b",2021,"Kepler",1.81406781,3.95000000,"Kepler-1884",1,1
"Kepler-1737 b",2021,"Kepler",5.39500000,25.10000000,"Kepler-1737",1,1
"Kepler-1739 b",2021,"Kepler",2.43056832,6.48000000,"Kepler-1739",1,1
"Kepler-1771 b",2021,"Kepler",4.05537256,15.50000000,"Kepler-1771",1,1
"Kepler-1799 b",2021,"Kepler",4.12801189,15.90000000,"Kepler-1799",1,1
"Kepler-1838 b",2021,"Kepler",1.66049425,3.40000000,"Kepler-1838",1,1
"TCP J05074264+2447555 b",2018,"Multiple Observatories",4.72000000,20.00000000,"TCP J05074264+2447555",1,1
"Kepler-418 c",2021,"Kepler",5.22108654,23.70000000,"Kepler-418",2,1
"Kepler-1750 b",2021,"Kepler",6.00434637,30.10000000,"Kepler-1750",1,1
"Kepler-1801 b",2021,"Kepler",2.70926154,7.80000000,"Kepler-1801",2,1
"Kepler-1804 b",2021,"Kepler",1.59615726,3.18000000,"Kepler-1804",1,1
"Kepler-1840 b",2021,"Kepler",2.77771129,8.13000000,"Kepler-1840",1,1
"Kepler-1715 b",2021,"Kepler",4.14042267,16.00000000,"Kepler-1715",1,1
"HD 25723 b",2020,"Lick Observatory",13.30000000,794.57101750,"HD 25723",1,1
"17 Sco b",2020,"Lick Observatory",12.90000000,1373.01871824,"17 Sco",1,1
"Kepler-1748 b",2021,"Kepler",2.71275017,7.81000000,"Kepler-1748",1,1
"Kepler-1747 b",2021,"Kepler",4.26508000,16.80000000,"Kepler-1747",1,1
"Kepler-1805 b",2021,"Kepler",1.54502915,3.00000000,"Kepler-1805",1,1
"Kepler-1742 b",2021,"Kepler",2.17824130,5.38000000,"Kepler-1742",1,1
"Kepler-1741 b",2021,"Kepler",1.27300000,2.16000000,"Kepler-1741",1,1
"Kepler-1809 b",2021,"Kepler",1.51300000,2.90000000,"Kepler-1809",1,1
"Kepler-1810 b",2021,"Kepler",3.91815325,14.60000000,"Kepler-1810",1,1
"Kepler-1846 b",2021,"Kepler",1.76378826,3.76000000,"Kepler-1846",1,1
"Kepler-1847 b",2021,"Kepler",2.74516914,7.97000000,"Kepler-1847",1,1
"K2-101 b",2016,"K2",2.00000000,4.66000000,"K2-101",1,1
"K2-95 b",2016,"K2",3.31000000,11.00000000,"K2-95",1,1
"Kepler-1745 b",2021,"Kepler",1.92872921,4.38000000,"Kepler-1745",1,1
"Kepler-1813 b",2021,"Kepler",1.41300000,2.58000000,"Kepler-1813",1,1
"Kepler-1814 b",2021,"Kepler",2.36961357,6.21000000,"Kepler-1814",2,1
"Kepler-1848 b",2021,"Kepler",1.40885390,2.57000000,"Kepler-1848",1,1
"K2-355 b",2021,"K2",2.25000000,5.69000000,"K2-355",1,1
"EPIC 211822797 b",2016,"K2",1.92000000,4.35000000,"EPIC 211822797",1,1
"Kepler-1754 b",2021,"Kepler",2.43996509,6.53000000,"Kepler-1754",1,1
"Kepler-1753 b",2021,"Kepler",2.22678077,5.59000000,"Kepler-1753",1,1
"Kepler-1815 b",2021,"Kepler",2.74892620,7.99000000,"Kepler-1815",1,1
"Kepler-1787 b",2021,"Kepler",2.31898181,5.99000000,"Kepler-1787",1,1
"Kepler-1853 b",2021,"Kepler",1.51862272,2.92000000,"Kepler-1853",1,1
